Route_No,SPEED_ZONE,Light_Condition,ROAD_TYPE,DIRECTION_LOCATION,NODE_TYPE,Deg_Urban_Name
145951,100,1,ROAD,S,N,RURAL_VICTORIA
211510,50,1,STREET,N,N,MELB_URBAN
197752,999,1,AVENUE,NW,N,MELB_URBAN
126206,100,1,ROAD,N,N,RURAL_VICTORIA
212462,100,1,ROAD,N,N,RURAL_VICTORIA
195751,100,1,ROAD,E,N,RURAL_VICTORIA
279694,50,1,STREET,NW,N,TOWNS
167978,60,1,STREET,E,N,RURAL_VICTORIA
284096,100,5,ROAD,SE,N,RURAL_VICTORIA
226619,60,1,STREET,S,N,LARGE_PROVINCIAL_CITIES
111860,50,1,STREET,S,N,MELB_URBAN
165087,50,3,CRESCENT,W,N,TOWNS
108568,100,1,ROAD,N,N,RURAL_VICTORIA
217556,50,1,COURT,N,N,MELB_URBAN
216172,50,3,STREET,N,N,MELB_URBAN
234901,50,1,STREET,N,N,SMALL_CITIES
182742,100,1,ROAD,W,N,RURAL_VICTORIA
133166,50,1,STREET,N,N,MELB_URBAN
225277,100,1,ROAD,S,N,RURAL_VICTORIA
219318,100,1,ROAD,NW,N,RURAL_VICTORIA
228861,60,1,AVENUE,W,N,SMALL_CITIES
102907,100,1,ROAD,E,N,RURAL_VICTORIA
231861,100,1,ROAD,NW,N,RURAL_VICTORIA
188208,100,5,ROAD,NW,N,RURAL_VICTORIA
186871,100,2,ROAD,N,N,RURAL_VICTORIA
274695,40,3,ROAD,S,N,MELB_URBAN
137376,50,1,DRIVE,NW,N,MELB_URBAN
164208,100,1,ROAD,E,N,RURAL_VICTORIA
276781,60,1,DRIVE,SE,N,LARGE_PROVINCIAL_CITIES
281388,100,1,ROAD,SW,N,RURAL_VICTORIA
104007,50,1,STREET,W,N,SMALL_CITIES
279525,999,1,ROAD,W,N,SMALL_CITIES
228742,50,3,CRESCENT,W,N,MELB_URBAN
111550,100,1,ROAD,SW,N,RURAL_VICTORIA
147728,60,1,STREET,S,N,SMALL_TOWNS
204069,50,1,STREET,N,N,SMALL_CITIES
109674,50,1,STREET,N,N,LARGE_PROVINCIAL_CITIES
280784,50,1,ROAD,N,N,MELB_URBAN
199816,100,1,ROAD,S,N,RURAL_VICTORIA
277623,70,1,ROAD,W,N,MELB_URBAN
170016,50,1,AVENUE,NW,N,MELB_URBAN
115484,100,1,TRACK,SE,N,RURAL_VICTORIA
102844,50,1,STREET,SW,N,TOWNS
197745,50,3,STREET,SE,N,MELB_URBAN
201084,50,3,DRIVE,E,N,MELB_URBAN
128561,999,1,ROAD,S,N,RURAL_VICTORIA
229187,60,2,STREET,SE,N,MELB_URBAN
279913,80,1,ROAD,N,N,RURAL_VICTORIA
213976,999,1,TRACK,NW,N,RURAL_VICTORIA
200884,100,1,ROAD,SE,N,RURAL_VICTORIA
106748,60,1,ROAD,W,N,MELB_URBAN
104310,100,1,ROAD,E,N,RURAL_VICTORIA
157748,60,1,ROAD,N,N,LARGE_PROVINCIAL_CITIES
130352,100,5,ROAD,N,N,RURAL_VICTORIA
153825,50,6,CRESCENT,S,N,LARGE_PROVINCIAL_CITIES
227869,40,1,STREET,NW,N,MELB_URBAN
217441,50,1,STREET,E,N,MELB_URBAN
181876,50,3,COURT,S,N,MELB_URBAN
103397,100,1,ROAD,SE,N,RURAL_VICTORIA
184361,50,1,STREET,E,N,MELB_URBAN
226577,999,5,STREET,S,N,TOWNS
210644,50,1,CRESCENT,S,N,MELB_URBAN
224162,50,1,ROAD,S,N,MELB_URBAN
284400,40,1,AVENUE,SW,N,MELB_URBAN
114463,100,1,ROAD,W,N,RURAL_VICTORIA
157264,100,1,ROAD,SE,N,RURAL_VICTORIA
220981,50,3,STREET,N,N,TOWNS
276487,100,1,ROAD,W,N,RURAL_VICTORIA
284766,100,1,ROAD,N,N,RURAL_VICTORIA
134278,100,1,ROAD,W,N,RURAL_VICTORIA
232830,60,5,ROAD,E,N,MELB_URBAN
186320,60,6,DRIVE,NW,N,LARGE_PROVINCIAL_CITIES
110194,50,1,STREET,S,N,TOWNS
197892,100,1,ROAD,W,N,RURAL_VICTORIA
206788,50,1,PLACE,S,N,TOWNS
163979,50,1,AVENUE,S,N,SMALL_CITIES
229868,50,1,AVENUE,N,N,MELB_URBAN
140059,100,1,ROAD,SE,N,RURAL_VICTORIA
118357,50,1,ROAD,W,N,MELB_URBAN
119238,100,1,ROAD,NW,N,RURAL_VICTORIA
150603,999,1,ROAD,W,N,RURAL_VICTORIA
144938,50,2,ROAD,NE,N,RURAL_VICTORIA
5911,100,5,ROAD,SW,N,RURAL_VICTORIA
222429,100,5,ROAD,SE,N,RURAL_VICTORIA
159373,888,1,GROVE,S,N,MELB_URBAN
104871,100,2,ROAD,E,N,RURAL_VICTORIA
172903,50,1,CRESCENT,SE,N,TOWNS
104686,50,3,DRIVE,NW,N,SMALL_TOWNS
135957,50,1,MEWS,W,I,LARGE_PROVINCIAL_CITIES
276835,80,1,ROAD,W,N,RURAL_VICTORIA
150889,100,5,STREET,E,N,RURAL_VICTORIA
168829,70,1,STREET,W,I,SMALL_CITIES
209311,888,1,ROAD,E,N,RURAL_VICTORIA
116218,50,1,BOULEVARD,W,I,SMALL_CITIES
167432,50,1,BOULEVARD,W,I,SMALL_CITIES
222852,60,1,STREET,N,N,MELB_URBAN
200605,60,3,ROAD,W,N,MELB_URBAN
114019,999,1,ROAD,E,N,RURAL_VICTORIA
280948,60,1,STREET,S,I,MELB_URBAN
279255,60,1,ROAD,SE,I,MELB_URBAN
120460,80,1,ROAD,S,I,RURAL_VICTORIA
164768,60,1,ROAD,E,I,MELB_URBAN
109965,80,1,HIGHWAY,E,I,SMALL_TOWNS
149494,50,1,STREET,W,I,TOWNS
190239,60,1,ROAD,N,I,SMALL_TOWNS
165771,100,1,CIRCUIT,W,I,RURAL_VICTORIA
183795,999,5,ROAD,W,I,RURAL_VICTORIA
244792,50,1,UNKNOWN,E,N,MELB_URBAN
119450,100,5,TRACK,S,N,RURAL_VICTORIA
242719,60,1,UNKNOWN,N,N,TOWNS
220674,60,1,ROAD,N,N,MELB_URBAN
233597,60,1,STREET,N,N,SMALL_CITIES
279505,60,1,ROAD,W,N,RURAL_VICTORIA
163959,80,5,ROAD,SW,N,RURAL_VICTORIA
234198,50,1,STREET,S,I,MELB_URBAN
277978,50,3,STREET,W,I,MELB_URBAN
144767,70,6,ROAD,N,I,MELB_URBAN
247535,80,1,HIGHWAY,W,I,MELB_URBAN
154450,60,1,STREET,E,I,MELB_URBAN
164074,60,1,ROAD,E,I,SMALL_CITIES
283488,80,1,HIGHWAY,S,I,TOWNS
210921,50,1,STREET,E,I,MELB_URBAN
229182,50,1,STREET,NW,I,MELB_URBAN
190441,80,1,HIGHWAY,S,I,RURAL_VICTORIA
200716,80,1,HIGHWAY,S,I,RURAL_VICTORIA
176891,60,1,ROAD,W,I,MELB_URBAN
235497,90,1,HIGHWAY,E,I,RURAL_VICTORIA
205830,60,3,ROAD,S,I,MELB_URBAN
109089,50,1,STREET,N,I,MELB_URBAN
107811,60,1,STREET,S,I,MELB_URBAN
201569,50,1,STREET,S,I,MELB_URBAN
133280,60,1,STREET,S,I,MELB_URBAN
148278,60,1,AVENUE,NW,I,MELB_URBAN
134991,50,1,STREET,S,I,MELB_URBAN
178509,70,1,ROAD,W,I,MELB_URBAN
284547,40,1,PARADE,W,I,MELB_URBAN
131733,70,1,ROAD,E,I,MELB_URBAN
188724,80,1,HIGHWAY,E,I,MELB_URBAN
104328,50,1,ROAD,N,I,MELB_URBAN
284451,70,1,STREET,S,I,MELB_URBAN
278528,60,1,STREET,W,I,MELB_URBAN
158691,60,1,STREET,W,I,MELB_URBAN
164772,50,1,AVENUE,N,I,MELB_URBAN
168644,60,1,ROAD,W,I,MELB_URBAN
168486,50,1,STREET,NW,I,MELB_URBAN
209762,60,1,STREET,W,I,MELB_URBAN
273246,60,1,STREET,W,I,MELB_URBAN
150019,50,1,STREET,N,I,MELB_URBAN
229857,60,1,ROAD,S,I,MELB_URBAN
228702,60,1,ROAD,S,I,MELB_URBAN
127678,70,1,STREET,W,I,MELB_URBAN
166176,50,3,PARADE,N,I,MELB_URBAN
138687,60,1,LINK,NW,I,MELB_URBAN
214582,70,1,ROAD,NW,I,MELB_URBAN
228376,60,1,STREET,SW,I,MELB_URBAN
102446,70,1,ROAD,S,I,MELB_URBAN
224204,70,1,ROAD,NW,I,MELB_URBAN
279174,70,3,ROAD,N,I,MELB_URBAN
215666,70,1,ROAD,W,I,MELB_URBAN
109629,50,1,STREET,N,I,MELB_URBAN
198126,60,1,ROAD,W,I,MELB_URBAN
156450,50,1,STREET,S,I,MELB_URBAN
137853,50,1,ROAD,N,I,MELB_URBAN
184416,50,1,ROAD,N,I,MELB_URBAN
198722,60,1,CRESCENT,N,I,MELB_URBAN
152596,60,1,ROAD,W,I,MELB_URBAN
279067,60,1,STREET,SW,I,MELB_URBAN
139857,50,1,ROAD,N,I,MELB_URBAN
171115,50,1,ROAD,N,I,MELB_URBAN
113307,50,1,STREET,N,I,MELB_URBAN
235134,60,1,ROAD,W,I,MELB_URBAN
170064,60,1,ROAD,SW,I,MELB_URBAN
182933,60,1,ROAD,SW,I,MELB_URBAN
141580,50,1,STREET,N,I,MELB_URBAN
189641,80,1,HIGHWAY,W,I,MELB_URBAN
279835,80,1,HIGHWAY,W,I,MELB_URBAN
173678,60,1,ROAD,N,I,MELB_URBAN
280215,60,1,ROAD,W,I,MELB_URBAN
282824,60,3,ROAD,N,I,MELB_URBAN
127247,60,1,ROAD,S,I,MELB_URBAN
166492,60,3,STREET,NW,I,MELB_URBAN
105992,60,1,ROAD,W,I,MELB_URBAN
192137,50,1,STREET,W,I,MELB_URBAN
210669,60,1,ROAD,S,I,MELB_URBAN
249600,60,1,ROAD,S,I,MELB_URBAN
122954,60,1,ROAD,S,I,MELB_URBAN
103796,50,1,STREET,N,I,MELB_URBAN
112147,80,1,ROAD,N,I,MELB_URBAN
280113,80,1,ROAD,N,I,MELB_URBAN
166310,50,1,ROAD,N,I,MELB_URBAN
157651,80,1,HIGHWAY,E,I,MELB_URBAN
151093,60,1,ROAD,SW,I,MELB_URBAN
198103,60,1,ESPLANADE,NW,I,MELB_URBAN
124020,60,1,ROAD,W,I,MELB_URBAN
163352,60,1,STREET,W,I,MELB_URBAN
200559,60,1,ROAD,S,I,MELB_URBAN
281898,60,1,ROAD,S,I,MELB_URBAN
170207,60,9,ROAD,W,I,MELB_URBAN
119735,50,1,ROAD,W,I,MELB_URBAN
195829,50,1,ROAD,W,I,MELB_URBAN
111720,60,1,STREET,N,I,MELB_URBAN
226447,60,1,STREET,N,I,MELB_URBAN
117950,60,1,ROAD,S,I,MELB_URBAN
102924,60,1,ROAD,W,I,MELB_URBAN
185566,50,1,ROAD,N,I,MELB_URBAN
230198,70,1,HIGHWAY,NE,I,MELB_URBAN
126214,60,3,HIGHWAY,W,I,MELB_URBAN
171924,60,1,ROAD,W,I,MELB_URBAN
169480,60,2,ROAD,N,I,MELB_URBAN
158896,50,1,ROAD,N,I,MELB_URBAN
202418,50,1,ROAD,W,I,MELB_URBAN
178508,50,1,DRIVE,W,I,MELB_URBAN
125603,60,3,ROAD,W,I,MELB_URBAN
112418,60,1,ROAD,W,I,MELB_URBAN
184075,60,1,ROAD,W,I,MELB_URBAN
131523,50,3,STREET,W,I,MELB_URBAN
221174,60,3,ROAD,NW,I,MELB_URBAN
247874,60,3,ROAD,NW,I,MELB_URBAN
113016,50,1,AVENUE,W,I,MELB_URBAN
109256,50,1,STREET,S,I,MELB_URBAN
222737,60,1,ROAD,W,I,MELB_URBAN
102214,60,1,HIGHWAY,NW,I,MELB_URBAN
277128,50,3,DRIVE,SW,I,MELB_URBAN
223231,70,1,DRIVE,N,I,MELB_URBAN
101784,50,3,STREET,NW,I,MELB_URBAN
279152,80,1,HIGHWAY,NW,I,MELB_URBAN
212784,60,1,DRIVE,NE,I,SMALL_CITIES
181802,60,3,ROAD,NE,I,MELB_URBAN
199768,80,1,ROAD,NW,I,RURAL_VICTORIA
186088,60,1,ROAD,SW,I,MELB_URBAN
187335,80,1,ROAD,N,I,MELB_URBAN
145025,60,1,AVENUE,NW,I,MELB_URBAN
175662,60,1,AVENUE,NW,I,MELB_URBAN
199703,60,3,STREET,S,I,MELB_URBAN
102445,70,1,ROAD,E,I,MELB_URBAN
187875,50,1,ROAD,W,I,MELB_URBAN
201427,50,1,ROAD,W,I,MELB_URBAN
216868,999,1,STREET,W,I,MELB_URBAN
218771,999,1,STREET,W,I,MELB_URBAN
283923,60,1,PARADE,S,I,MELB_URBAN
200790,60,1,STREET,W,I,MELB_URBAN
161535,50,1,CRESCENT,NW,I,MELB_URBAN
283443,50,1,CRESCENT,NW,I,MELB_URBAN
278349,60,1,DRIVE,NW,I,MELB_URBAN
152650,70,1,HIGHWAY,W,I,RURAL_VICTORIA
253908,50,1,ROAD,N,I,MELB_URBAN
147620,70,1,ROAD,W,I,MELB_URBAN
213478,70,1,ROAD,W,I,MELB_URBAN
198461,50,3,ROAD,N,I,MELB_URBAN
130541,80,1,HIGHWAY,NW,I,TOWNS
147418,60,1,ROAD,S,I,MELB_URBAN
206828,80,1,ROAD,E,I,RURAL_VICTORIA
279171,80,1,ROAD,E,I,RURAL_VICTORIA
135307,60,1,STREET,E,I,MELB_URBAN
188016,60,1,STREET,E,I,MELB_URBAN
193458,60,1,STREET,E,I,MELB_URBAN
165370,70,1,ROAD,W,I,MELB_URBAN
158885,70,1,ROAD,S,I,MELB_URBAN
193736,60,1,ROAD,W,I,MELB_URBAN
116224,60,1,DRIVE,W,I,MELB_URBAN
206294,60,1,HIGHWAY,W,I,LARGE_PROVINCIAL_CITIES
235898,60,1,DRIVE,W,I,MELB_URBAN
125699,60,1,ROAD,N,I,MELB_URBAN
189832,60,3,DRIVE,NW,I,MELB_URBAN
108569,60,1,ROAD,N,I,MELB_URBAN
124134,60,3,ROAD,N,I,MELB_URBAN
124654,80,1,ROAD,NW,I,TOWNS
200108,100,1,ROAD,N,I,RURAL_VICTORIA
277493,80,1,ROAD,SW,I,RURAL_VICTORIA
180159,60,1,ROAD,NW,I,MELB_URBAN
190423,100,5,ROAD,E,I,RURAL_VICTORIA
116483,50,1,STREET,W,I,TOWNS
214545,100,1,ROAD,SE,I,RURAL_VICTORIA
221217,100,1,ROAD,SE,I,RURAL_VICTORIA
247370,100,1,ROAD,SE,I,RURAL_VICTORIA
153108,60,1,ROAD,S,I,RURAL_VICTORIA
215682,60,3,STREET,N,I,LARGE_PROVINCIAL_CITIES
130588,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
153428,70,3,TERRACE,S,I,LARGE_PROVINCIAL_CITIES
178808,50,3,STREET,W,I,LARGE_PROVINCIAL_CITIES
115352,60,1,ROAD,W,I,LARGE_PROVINCIAL_CITIES
225496,60,1,ROAD,W,I,LARGE_PROVINCIAL_CITIES
154076,80,1,ROAD,N,I,SMALL_CITIES
223983,60,1,STREET,S,I,SMALL_CITIES
106993,80,5,ROAD,NW,I,RURAL_VICTORIA
208942,50,1,STREET,W,I,TOWNS
146351,100,1,ROAD,W,I,RURAL_VICTORIA
219639,100,1,ROAD,W,I,RURAL_VICTORIA
191609,50,1,STREET,NW,I,LARGE_PROVINCIAL_CITIES
228551,60,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
275949,60,1,STREET,N,I,SMALL_CITIES
219106,80,1,ROAD,W,I,RURAL_VICTORIA
142216,80,1,DRIVE,SW,I,SMALL_CITIES
217326,60,1,ROAD,SW,I,SMALL_CITIES
220672,60,1,STREET,N,I,SMALL_CITIES
277140,70,1,STREET,W,I,SMALL_CITIES
108089,60,1,STREET,W,I,SMALL_CITIES
198940,60,1,STREET,W,I,SMALL_CITIES
175255,40,1,STREET,NW,I,SMALL_CITIES
175257,40,1,STREET,NW,I,SMALL_CITIES
201053,50,1,STREET,NW,I,SMALL_CITIES
201054,50,1,STREET,NW,I,SMALL_CITIES
201055,50,1,STREET,NW,I,SMALL_CITIES
224950,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
206517,80,1,ROAD,N,I,SMALL_CITIES
108078,50,3,PLACE,SW,I,TOWNS
284529,50,3,PLACE,SW,I,TOWNS
273841,60,1,STREET,S,I,SMALL_CITIES
150881,50,1,STREET,N,I,TOWNS
151680,50,1,STREET,N,I,TOWNS
171424,50,1,DRIVE,E,I,MELB_URBAN
128128,60,1,ROAD,N,I,SMALL_CITIES
282050,60,1,ROAD,N,I,SMALL_CITIES
128288,100,1,ROAD,SW,I,RURAL_VICTORIA
182158,100,1,ROAD,SW,I,RURAL_VICTORIA
210521,60,3,ROAD,E,I,MELB_URBAN
126695,50,1,CRESCENT,N,I,MELB_URBAN
210893,50,1,CRESCENT,N,I,MELB_URBAN
222696,50,1,DRIVE,SW,I,MELB_URBAN
180500,70,1,ROAD,S,I,RURAL_VICTORIA
197127,50,1,STREET,NW,I,SMALL_CITIES
177590,50,1,PARADE,N,I,MELB_URBAN
281011,50,1,PARADE,N,I,MELB_URBAN
151019,100,1,ROAD,W,I,RURAL_VICTORIA
152470,100,1,ROAD,W,I,RURAL_VICTORIA
276594,50,3,STREET,E,I,MELBOURNE_CBD
208351,50,1,AVENUE,E,I,MELB_URBAN
173871,100,5,ROAD,S,I,RURAL_VICTORIA
211955,100,5,ROAD,S,I,RURAL_VICTORIA
139105,60,1,ROAD,S,I,SMALL_CITIES
106357,60,1,STREET,NE,I,MELB_URBAN
125759,50,3,CRESCENT,W,I,MELB_URBAN
133851,50,3,CRESCENT,W,I,MELB_URBAN
178589,50,3,ROAD,N,I,MELB_URBAN
192726,50,3,ROAD,N,I,MELB_URBAN
149157,50,1,STREET,S,I,MELB_URBAN
142664,50,1,COURT,W,I,MELB_URBAN
203200,60,1,STREET,SW,I,MELB_URBAN
5118,100,1,ROAD,S,I,RURAL_VICTORIA
189728,100,1,ROAD,S,I,RURAL_VICTORIA
153678,60,1,LANE,N,I,SMALL_TOWNS
203871,60,1,LANE,N,I,SMALL_TOWNS
146061,50,3,STREET,N,I,MELB_URBAN
203021,50,2,DRIVE,W,I,MELB_URBAN
149930,50,3,COURT,W,I,MELB_URBAN
230646,50,3,COURT,W,I,MELB_URBAN
161784,60,1,ROAD,N,I,MELB_URBAN
153911,50,1,STREET,W,I,MELB_URBAN
276581,60,2,ROAD,N,I,SMALL_CITIES
210911,50,1,DRIVE,NW,I,MELB_URBAN
200063,100,1,HIGHWAY,SE,I,RURAL_VICTORIA
134993,50,1,STREET,W,I,MELB_URBAN
129675,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
149220,50,1,STREET,NE,I,TOWNS
154075,50,1,STREET,NE,I,TOWNS
145889,70,3,ROAD,W,I,MELB_URBAN
103758,50,1,STREET,S,I,SMALL_CITIES
141987,50,1,STREET,S,I,SMALL_CITIES
212062,50,1,STREET,NW,I,MELB_URBAN
203818,60,1,STREET,W,I,MELB_URBAN
141783,60,1,ROAD,NW,I,TOWNS
211783,60,1,ROAD,NW,I,TOWNS
200244,40,1,ROAD,NE,I,RURAL_VICTORIA
226560,60,1,STREET,S,I,SMALL_TOWNS
131181,50,3,CLOSE,N,I,MELB_URBAN
184408,50,3,CLOSE,N,I,MELB_URBAN
128255,50,1,GREEN,N,I,MELB_URBAN
203436,50,1,GREEN,N,I,MELB_URBAN
166838,50,1,STREET,NW,I,LARGE_PROVINCIAL_CITIES
221305,80,2,LANE,S,I,LARGE_PROVINCIAL_CITIES
172344,60,1,ROAD,W,I,TOWNS
230406,60,1,ROAD,W,I,TOWNS
132409,60,1,STREET,W,I,SMALL_CITIES
162324,60,1,STREET,W,I,SMALL_CITIES
137070,50,3,COURT,N,I,MELB_URBAN
139781,50,3,COURT,N,I,MELB_URBAN
284916,60,1,TERRACE,N,I,MELB_URBAN
179893,50,1,ROAD,N,I,MELB_URBAN
161604,50,2,STREET,E,I,MELB_URBAN
209019,50,1,STREET,NW,I,LARGE_PROVINCIAL_CITIES
117410,50,1,WAY,SW,I,MELB_URBAN
102297,60,1,STREET,S,I,TOWNS
187694,60,1,STREET,S,I,TOWNS
156366,60,3,STREET,NW,I,MELB_URBAN
117621,50,2,AVENUE,SW,I,MELB_URBAN
200576,50,2,AVENUE,SW,I,MELB_URBAN
191292,50,1,STREET,W,I,TOWNS
208358,50,1,STREET,W,I,TOWNS
186793,50,1,ROAD,NE,I,LARGE_PROVINCIAL_CITIES
206901,50,1,ROAD,NE,I,LARGE_PROVINCIAL_CITIES
147954,50,3,VIEW,SW,I,MELB_URBAN
218284,50,3,VIEW,SW,I,MELB_URBAN
173485,100,1,ROAD,NW,I,RURAL_VICTORIA
175626,100,1,ROAD,NW,I,RURAL_VICTORIA
279299,100,1,ROAD,NW,I,RURAL_VICTORIA
226286,60,1,STREET,SE,I,SMALL_TOWNS
184392,50,1,PLACE,E,I,MELB_URBAN
227433,80,1,AVENUE,SW,I,RURAL_VICTORIA
118104,50,3,STREET,NW,I,MELB_URBAN
190703,50,3,STREET,NW,I,MELB_URBAN
132823,60,1,ROAD,W,I,MELB_URBAN
114414,50,1,ROAD,W,I,MELB_URBAN
274143,60,5,ROAD,N,I,SMALL_CITIES
224114,70,1,PARADE,NW,I,SMALL_CITIES
228527,50,5,AVENUE,W,I,LARGE_PROVINCIAL_CITIES
126911,50,1,DRIVE,NW,I,MELB_URBAN
172602,50,3,DRIVE,W,I,MELB_URBAN
183709,50,3,DRIVE,W,I,MELB_URBAN
156979,60,1,STREET,S,I,MELB_URBAN
187059,50,3,ROAD,N,I,SMALL_CITIES
167372,80,1,HIGHWAY,W,I,TOWNS
144309,50,5,AVENUE,NW,I,MELB_URBAN
160497,50,5,AVENUE,NW,I,MELB_URBAN
226258,60,1,STREET,S,I,MELB_URBAN
185320,60,1,ROAD,SE,I,MELB_URBAN
170783,80,1,ROAD,NW,I,RURAL_VICTORIA
125014,999,9,LANE,N,I,LARGE_PROVINCIAL_CITIES
146782,999,9,LANE,N,I,LARGE_PROVINCIAL_CITIES
106955,50,3,ROAD,W,I,MELB_URBAN
189465,50,3,ROAD,W,I,MELB_URBAN
221812,50,3,ROAD,W,I,MELB_URBAN
106268,999,1,ROAD,W,I,MELB_URBAN
168319,999,1,ROAD,W,I,MELB_URBAN
123875,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
183108,50,1,STREET,N,I,LARGE_PROVINCIAL_CITIES
207508,50,1,ROAD,W,N,MELB_URBAN
158435,100,5,ROAD,W,N,RURAL_VICTORIA
122156,50,3,DRIVE,W,N,SMALL_CITIES
146193,50,1,DRIVE,N,N,MELB_URBAN
115845,50,1,ROAD,S,N,MELB_URBAN
277242,50,1,ROAD,N,N,MELB_URBAN
114444,50,3,PARADE,S,N,MELB_URBAN
145787,50,1,DRIVE,S,N,MELB_URBAN
144768,50,1,STREET,S,N,MELB_URBAN
116482,50,2,ROAD,N,N,MELB_URBAN
118788,999,1,TRACK,S,N,RURAL_VICTORIA
173711,50,5,ROAD,SE,N,MELB_URBAN
134383,100,1,ROAD,E,N,RURAL_VICTORIA
190067,100,1,ROAD,W,N,RURAL_VICTORIA
223521,60,1,STREET,N,N,MELB_URBAN
201556,100,1,ROAD,NE,N,RURAL_VICTORIA
236604,100,1,ROAD,SE,N,RURAL_VICTORIA
171574,50,1,AVENUE,N,N,MELB_URBAN
123029,100,1,ROAD,S,N,RURAL_VICTORIA
141512,80,1,ROAD,NE,N,RURAL_VICTORIA
190002,100,1,HIGHWAY,W,N,RURAL_VICTORIA
208030,100,5,ROAD,W,N,RURAL_VICTORIA
229973,50,5,ROAD,S,N,MELB_URBAN
141277,50,2,STREET,S,N,LARGE_PROVINCIAL_CITIES
195035,100,1,ROAD,S,N,RURAL_VICTORIA
113187,60,1,ROAD,N,N,RURAL_VICTORIA
123509,100,1,ROAD,N,N,RURAL_VICTORIA
235461,100,1,TRACK,NE,N,RURAL_VICTORIA
159466,50,1,ROAD,S,N,MELB_URBAN
145266,100,1,ROAD,SE,N,RURAL_VICTORIA
206415,50,1,CRESCENT,N,N,MELB_URBAN
207568,100,1,TRACK,W,N,RURAL_VICTORIA
101810,50,1,STREET,N,N,MELB_URBAN
284636,50,1,STREET,W,N,MELB_URBAN
156439,60,1,ROAD,E,N,TOWNS
191472,100,1,ROAD,W,N,RURAL_VICTORIA
145248,999,1,ROAD,W,N,LARGE_PROVINCIAL_CITIES
273386,50,1,AVENUE,E,N,MELB_URBAN
194809,60,1,STREET,N,N,LARGE_PROVINCIAL_CITIES
175520,50,1,CRESCENT,NW,N,MELB_URBAN
204147,50,1,STREET,SW,N,MELB_URBAN
104454,999,2,LANE,SE,N,RURAL_VICTORIA
174327,60,6,STREET,SW,N,SMALL_TOWNS
138128,50,1,AVENUE,W,N,MELB_URBAN
160438,50,9,ROAD,SE,N,MELB_URBAN
179837,100,1,ROAD,W,N,RURAL_VICTORIA
221945,50,1,STREET,SW,N,MELB_URBAN
197721,50,1,CRESCENT,N,N,MELB_URBAN
153712,50,1,STREET,N,N,MELB_URBAN
191140,100,1,ROAD,W,N,SMALL_TOWNS
5031,100,1,ROAD,S,N,RURAL_VICTORIA
114021,999,1,ROAD,S,N,RURAL_VICTORIA
208169,100,5,ROAD,NE,N,RURAL_VICTORIA
121732,100,1,ROAD,N,N,RURAL_VICTORIA
196701,100,1,ROAD,N,N,RURAL_VICTORIA
121843,999,1,DRIVE,E,N,MELB_URBAN
183305,100,1,ROAD,SE,N,RURAL_VICTORIA
224893,50,1,AVENUE,S,N,MELB_URBAN
275825,100,1,ROAD,S,N,RURAL_VICTORIA
167017,50,5,STREET,W,N,MELB_URBAN
233400,60,1,DRIVE,NW,N,SMALL_CITIES
199935,100,1,ROAD,E,N,RURAL_VICTORIA
185002,50,1,LANE,E,N,MELB_URBAN
205292,50,2,STREET,N,N,TOWNS
102493,100,1,ROAD,S,N,RURAL_VICTORIA
196507,60,1,ROAD,S,N,RURAL_VICTORIA
282252,60,1,ROAD,W,N,SMALL_CITIES
213690,60,1,ROAD,SW,N,LARGE_PROVINCIAL_CITIES
134166,100,2,LANE,NW,N,RURAL_VICTORIA
113038,100,1,ROAD,N,N,RURAL_VICTORIA
131635,50,2,AVENUE,N,N,TOWNS
217312,50,1,ROAD,S,N,RURAL_VICTORIA
119916,100,1,ROAD,S,N,RURAL_VICTORIA
197798,50,1,STREET,S,N,SMALL_TOWNS
147614,999,1,ROAD,SW,N,RURAL_VICTORIA
143546,100,1,TRACK,SE,N,RURAL_VICTORIA
195134,100,1,ROAD,SE,N,RURAL_VICTORIA
177860,100,1,LANE,W,N,RURAL_VICTORIA
196125,100,1,ROAD,N,N,RURAL_VICTORIA
131510,999,1,ROAD,E,N,RURAL_VICTORIA
146422,80,1,ROAD,W,N,MELB_URBAN
273866,50,6,STREET,W,N,MELB_URBAN
161373,50,1,ROAD,SW,N,MELB_URBAN
236798,100,1,ROAD,SE,N,RURAL_VICTORIA
274881,50,1,CRESCENT,W,N,MELB_URBAN
121310,100,1,ROAD,E,N,RURAL_VICTORIA
195481,50,1,AVENUE,N,N,MELB_URBAN
178565,100,1,ROAD,N,N,RURAL_VICTORIA
229830,100,5,ROAD,SW,N,RURAL_VICTORIA
211774,80,1,ROAD,NE,N,SMALL_TOWNS
198128,50,1,DRIVE,E,N,MELB_URBAN
274637,50,3,STREET,S,N,MELB_URBAN
107010,100,1,ROAD,SW,N,RURAL_VICTORIA
234168,100,1,ROAD,N,N,RURAL_VICTORIA
206175,999,2,PLACE,SE,N,MELB_URBAN
126771,50,1,COURT,NW,N,TOWNS
205765,100,2,ROAD,S,N,RURAL_VICTORIA
283321,70,1,STREET,W,N,MELB_URBAN
