Route_No,SPEED_ZONE,Light_Condition,ROAD_TYPE,DIRECTION_LOCATION,NODE_TYPE,Deg_Urban_Name
155949,50,1,STREET,N,I,MELB_URBAN
166160,60,1,ROAD,NE,I,MELB_URBAN
182597,80,1,ROAD,N,I,RURAL_VICTORIA
116741,888,1,ROAD,E,I,MELB_URBAN
189329,60,3,ROAD,N,I,MELB_URBAN
145132,50,1,STREET,W,I,MELB_URBAN
185070,50,1,STREET,W,I,MELB_URBAN
116484,50,1,DRIVE,W,I,MELB_URBAN
194608,50,3,STREET,W,I,MELB_URBAN
166477,50,2,ROAD,SW,I,MELB_URBAN
275250,50,1,AVENUE,S,I,LARGE_PROVINCIAL_CITIES
217392,50,9,STREET,S,I,SMALL_CITIES
143954,100,1,ROAD,N,I,TOWNS
274955,60,1,STREET,NE,I,LARGE_PROVINCIAL_CITIES
164561,80,1,HIGHWAY,NW,I,TOWNS
198390,60,1,AVENUE,SW,I,SMALL_CITIES
130374,60,1,DRIVE,N,I,MELB_URBAN
174657,60,1,DRIVE,N,I,MELB_URBAN
117802,60,2,STREET,S,I,SMALL_CITIES
178687,40,1,STREET,W,I,MELB_URBAN
112031,100,1,ROAD,NW,I,RURAL_VICTORIA
204564,100,1,ROAD,SW,I,RURAL_VICTORIA
203056,50,1,STREET,W,I,SMALL_CITIES
161513,50,1,ROAD,W,I,TOWNS
216485,50,1,ROAD,W,I,TOWNS
203920,60,1,ROAD,SE,I,MELB_URBAN
201043,50,3,ROAD,NE,I,MELB_URBAN
224649,60,1,STREET,N,I,MELB_URBAN
177098,50,3,DRIVE,N,I,SMALL_TOWNS
226277,60,1,ROAD,SW,I,MELB_URBAN
227629,70,3,ROAD,E,I,MELB_URBAN
120274,50,1,STREET,N,I,TOWNS
153093,50,1,STREET,N,I,TOWNS
237085,60,3,ROAD,N,I,MELB_URBAN
212626,60,1,ROAD,N,I,MELB_URBAN
178771,40,1,STREET,N,I,MELB_URBAN
127697,999,1,STREET,S,I,MELB_URBAN
107541,70,3,HIGHWAY,NW,I,MELB_URBAN
152286,60,1,ROAD,W,I,MELB_URBAN
146594,50,1,AVENUE,SE,I,MELB_URBAN
208209,50,1,AVENUE,SE,I,MELB_URBAN
160603,50,3,STREET,S,I,MELB_URBAN
126573,60,3,AVENUE,S,I,MELB_URBAN
118706,50,1,STREET,N,I,MELB_URBAN
143838,50,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
152337,50,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
229250,60,2,ROAD,W,I,MELB_URBAN
205295,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
164364,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
197924,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
159697,60,2,ROAD,S,I,SMALL_CITIES
211458,60,2,ROAD,S,I,SMALL_CITIES
214598,60,1,HIGHWAY,N,I,TOWNS
225275,50,1,DRIVE,W,I,MELB_URBAN
280612,50,1,ROAD,W,I,MELB_URBAN
279753,100,5,ROAD,E,I,RURAL_VICTORIA
145536,100,1,ROAD,S,I,RURAL_VICTORIA
200444,60,1,ROAD,S,N,RURAL_VICTORIA
198525,50,1,AVENUE,N,I,MELB_URBAN
278226,50,1,AVENUE,N,I,MELB_URBAN
5354,100,1,ROAD,W,N,RURAL_VICTORIA
141379,50,1,DRIVE,N,I,MELB_URBAN
206730,50,1,DRIVE,N,I,MELB_URBAN
200839,999,5,ROAD,SE,N,RURAL_VICTORIA
112876,50,1,STREET,W,I,MELB_URBAN
158779,50,9,COURT,N,N,MELB_URBAN
149760,60,1,STREET,W,I,MELB_URBAN
163621,50,1,STREET,S,I,MELB_URBAN
173461,100,5,ROAD,E,N,RURAL_VICTORIA
140426,100,1,TRACK,N,N,RURAL_VICTORIA
222979,100,1,ROAD,S,I,RURAL_VICTORIA
103583,50,1,STREET,N,I,MELB_URBAN
110063,50,1,AVENUE,N,N,SMALL_TOWNS
148873,999,1,STREET,N,N,MELB_URBAN
204393,50,1,AVENUE,SW,N,SMALL_CITIES
168032,50,1,STREET,N,I,MELB_URBAN
149562,999,3,CRESCENT,SE,N,MELB_URBAN
177209,60,1,ROAD,N,I,MELB_URBAN
161579,100,1,ROAD,SW,I,RURAL_VICTORIA
140434,50,1,CRESCENT,E,N,LARGE_PROVINCIAL_CITIES
172419,60,1,DRIVE,N,I,MELB_URBAN
206571,100,5,ROAD,W,I,RURAL_VICTORIA
111609,50,1,STREET,NW,N,TOWNS
143998,80,3,ROAD,N,N,MELB_URBAN
141290,100,1,ROAD,SW,N,RURAL_VICTORIA
141467,50,1,AVENUE,SW,I,RURAL_VICTORIA
236699,50,1,AVENUE,SW,I,RURAL_VICTORIA
146623,50,1,AVENUE,N,I,MELB_URBAN
108722,50,1,PLACE,W,N,SMALL_CITIES
194503,100,1,ROAD,S,I,RURAL_VICTORIA
164988,50,1,AVENUE,W,I,MELB_URBAN
177227,50,1,STREET,E,I,TOWNS
178311,999,1,ROAD,N,I,RURAL_VICTORIA
193120,100,1,ROAD,S,N,RURAL_VICTORIA
125585,999,1,STREET,E,N,MELB_URBAN
124212,100,1,ROAD,W,N,RURAL_VICTORIA
110334,60,1,ROAD,NW,I,RURAL_VICTORIA
189361,50,3,WAY,W,N,MELB_URBAN
145038,60,1,ROAD,N,I,RURAL_VICTORIA
192414,60,1,ROAD,N,I,RURAL_VICTORIA
149742,40,1,LANE,N,I,MELB_URBAN
142775,50,1,DRIVE,S,I,MELB_URBAN
169491,50,1,DRIVE,S,I,MELB_URBAN
195364,60,1,STREET,SW,I,LARGE_PROVINCIAL_CITIES
191290,50,1,STREET,S,I,TOWNS
180770,999,1,DRIVE,S,N,RURAL_VICTORIA
121141,50,1,COURT,W,I,TOWNS
154227,50,1,COURT,W,I,TOWNS
177457,50,1,STREET,E,I,MELB_URBAN
157002,50,1,AVENUE,W,I,MELB_URBAN
273260,60,1,DRIVE,W,I,MELB_URBAN
172466,50,1,WAY,W,I,SMALL_CITIES
120031,50,1,STREET,NW,N,MELB_URBAN
135399,100,1,ROAD,W,I,RURAL_VICTORIA
236705,50,3,STREET,SE,N,SMALL_CITIES
194728,50,1,COURT,N,N,MELB_URBAN
182986,100,1,ROAD,W,I,RURAL_VICTORIA
278145,999,1,LANE,N,N,RURAL_VICTORIA
132000,50,1,AVENUE,NW,I,SMALL_CITIES
172389,50,1,AVENUE,NW,I,SMALL_CITIES
135298,60,1,STREET,E,N,SMALL_CITIES
164117,70,1,ROAD,E,I,RURAL_VICTORIA
155986,50,3,DRIVE,S,N,MELB_URBAN
137786,70,1,DRIVE,E,N,MELB_URBAN
110678,100,1,ROAD,S,I,RURAL_VICTORIA
158840,100,1,ROAD,N,I,RURAL_VICTORIA
166278,100,1,ROAD,N,I,RURAL_VICTORIA
196714,999,1,TRACK,E,N,RURAL_VICTORIA
275383,60,1,ROAD,S,I,TOWNS
126711,100,1,ROAD,S,N,RURAL_VICTORIA
191921,50,1,AVENUE,E,N,MELB_URBAN
119077,60,1,ROAD,W,I,MELB_URBAN
189529,50,1,STREET,N,N,MELB_URBAN
203338,50,1,STREET,N,I,MELB_URBAN
235558,50,1,STREET,N,I,MELB_URBAN
151141,100,1,LANE,N,N,RURAL_VICTORIA
101698,50,3,AVENUE,SW,I,MELB_URBAN
111283,50,3,AVENUE,SW,I,MELB_URBAN
244615,50,3,AVENUE,SW,I,MELB_URBAN
170907,50,1,STREET,SW,I,MELB_URBAN
280651,50,1,STREET,SW,I,MELB_URBAN
283110,100,1,ROAD,SW,N,RURAL_VICTORIA
105175,50,1,AVENUE,N,N,MELB_URBAN
111009,50,1,DRIVE,S,N,MELB_URBAN
197621,100,5,ROAD,N,N,RURAL_VICTORIA
223259,100,1,ROAD,S,N,RURAL_VICTORIA
170174,100,5,ROAD,E,N,RURAL_VICTORIA
134956,50,1,PLACE,W,I,SMALL_CITIES
108362,999,1,ROAD,SW,I,MELB_URBAN
163913,999,1,ROAD,SW,I,MELB_URBAN
202263,999,1,ROAD,SW,I,MELB_URBAN
190387,999,1,STREET,S,N,MELB_URBAN
164568,60,1,ROAD,S,I,MELB_URBAN
232823,60,1,ROAD,S,I,MELB_URBAN
141191,50,1,STREET,N,I,MELB_URBAN
174771,60,1,ROAD,E,N,TOWNS
157803,50,1,DRIVE,S,I,MELB_URBAN
124517,80,5,ROAD,SW,N,RURAL_VICTORIA
130983,50,3,STREET,E,I,MELBOURNE_CBD
282630,60,1,STREET,SE,N,MELB_URBAN
142507,50,3,ROAD,N,I,MELB_URBAN
194138,100,1,HIGHWAY,S,I,RURAL_VICTORIA
185638,50,1,STREET,N,N,MELB_URBAN
199794,50,1,ROAD,SE,N,MELB_URBAN
123056,50,1,STREET,N,I,MELB_URBAN
233516,80,2,ROAD,W,N,MELB_URBAN
194985,50,1,STREET,N,I,SMALL_CITIES
236897,50,1,STREET,N,I,SMALL_CITIES
162754,777,9,BOULEVARD,W,I,SMALL_CITIES
231228,777,9,BOULEVARD,W,I,SMALL_CITIES
5028,100,9,ROAD,E,N,RURAL_VICTORIA
121589,50,1,ROAD,NW,N,TOWNS
136320,100,5,ROAD,W,N,RURAL_VICTORIA
115103,100,5,HIGHWAY,N,I,RURAL_VICTORIA
233761,100,1,ROAD,E,N,SMALL_CITIES
175028,50,3,COURT,NW,I,LARGE_PROVINCIAL_CITIES
191454,50,3,COURT,NW,I,LARGE_PROVINCIAL_CITIES
157808,70,5,ROAD,E,I,MELB_URBAN
145019,50,1,STREET,N,N,SMALL_TOWNS
179862,60,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
179853,50,1,STREET,W,N,LARGE_PROVINCIAL_CITIES
141009,100,1,ROAD,N,N,RURAL_VICTORIA
121979,100,1,ROAD,SW,N,RURAL_VICTORIA
160653,888,1,RISE,SW,N,MELB_URBAN
130117,50,3,AVENUE,W,I,MELB_URBAN
205610,50,3,AVENUE,W,I,MELB_URBAN
159676,50,1,AVENUE,W,I,MELB_URBAN
182812,50,1,AVENUE,W,I,MELB_URBAN
224252,60,1,DRIVE,NW,N,RURAL_VICTORIA
273444,100,1,TRACK,NW,N,RURAL_VICTORIA
144762,100,1,ROAD,NE,I,RURAL_VICTORIA
210891,80,1,ROAD,E,N,RURAL_VICTORIA
112095,60,1,STREET,N,I,MELB_URBAN
162928,60,1,ROAD,W,I,RURAL_VICTORIA
182650,60,1,ROAD,W,I,RURAL_VICTORIA
147218,999,1,AVENUE,S,N,SMALL_CITIES
226030,50,1,STREET,W,N,MELB_URBAN
141970,999,6,STREET,S,N,MELB_URBAN
190861,60,1,COURT,W,I,MELB_URBAN
136096,50,1,AVENUE,SE,N,MELB_URBAN
195116,50,3,STREET,NE,I,TOWNS
102402,50,2,COURT,N,N,MELB_URBAN
206186,60,1,ROAD,NW,N,TOWNS
224365,50,3,ROAD,E,I,MELB_URBAN
278962,50,3,ROAD,E,I,MELB_URBAN
233424,60,1,ROAD,NW,I,SMALL_CITIES
118970,100,1,ROAD,NW,N,RURAL_VICTORIA
177851,80,1,STREET,W,I,MELB_URBAN
212723,80,5,HIGHWAY,SE,I,RURAL_VICTORIA
158395,50,1,STREET,NW,I,SMALL_CITIES
190600,50,3,AVENUE,E,N,MELB_URBAN
171181,100,1,ROAD,NE,N,RURAL_VICTORIA
161005,999,1,ROAD,SE,I,RURAL_VICTORIA
187433,100,5,ROAD,E,N,RURAL_VICTORIA
210560,100,1,ROAD,N,N,RURAL_VICTORIA
125060,999,9,TRACK,E,N,RURAL_VICTORIA
141702,50,3,AVENUE,SE,I,MELB_URBAN
180821,100,5,HIGHWAY,SW,I,RURAL_VICTORIA
149713,50,1,LANE,NW,I,SMALL_CITIES
124374,60,2,ROAD,N,N,SMALL_CITIES
151601,999,2,ROAD,W,I,MELB_URBAN
224542,100,1,ROAD,NE,N,RURAL_VICTORIA
140235,999,5,ROAD,SE,N,RURAL_VICTORIA
236937,60,1,ROAD,N,I,RURAL_VICTORIA
223959,50,5,STREET,S,N,SMALL_CITIES
207658,50,1,WAY,W,N,SMALL_CITIES
236577,50,9,ROAD,W,I,SMALL_CITIES
117584,50,3,CRESCENT,SW,N,MELB_URBAN
135968,50,1,ROAD,E,N,MELB_URBAN
143860,50,2,DRIVE,SE,I,MELB_URBAN
172299,50,2,DRIVE,SE,I,MELB_URBAN
124074,50,1,DRIVE,N,I,SMALL_TOWNS
205348,50,1,DRIVE,N,I,SMALL_TOWNS
193719,50,3,BOULEVARD,E,N,MELB_URBAN
109512,999,1,ROAD,N,I,SMALL_TOWNS
185605,999,1,ROAD,N,I,SMALL_TOWNS
185675,999,1,ROAD,N,I,SMALL_TOWNS
151818,70,1,ROAD,S,I,MELB_URBAN
166979,50,1,AVENUE,W,I,MELB_URBAN
172707,40,1,STREET,W,I,MELB_URBAN
194564,60,3,ROAD,S,I,MELB_URBAN
235402,60,1,STREET,S,I,MELB_URBAN
133326,60,1,STREET,W,I,MELB_URBAN
102641,60,1,ROAD,S,I,MELB_URBAN
184187,60,1,CRESCENT,NE,I,MELB_URBAN
173834,60,1,ROAD,W,I,MELB_URBAN
161433,60,2,STREET,W,I,MELB_URBAN
179336,50,1,AVENUE,S,I,MELB_URBAN
163351,50,1,STREET,N,I,MELB_URBAN
112141,60,1,STREET,NE,I,MELB_URBAN
231125,80,1,ROAD,W,I,MELB_URBAN
107730,60,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
154733,50,2,STREET,S,I,MELB_URBAN
190778,60,1,STREET,N,I,MELB_URBAN
234027,999,2,HIGHWAY,E,I,MELB_URBAN
184664,777,3,STREET,NW,I,MELB_URBAN
103326,70,1,ROAD,SW,I,RURAL_VICTORIA
162740,60,1,AVENUE,S,I,TOWNS
122727,60,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
180807,60,1,STREET,S,I,TOWNS
163441,50,1,STREET,N,I,TOWNS
209672,50,1,STREET,N,I,TOWNS
229629,40,1,ROAD,E,I,MELB_URBAN
225388,100,1,ROAD,W,I,RURAL_VICTORIA
154397,50,1,STREET,N,I,TOWNS
187741,50,1,STREET,N,I,TOWNS
109125,60,1,ROAD,NW,I,TOWNS
208702,60,6,STREET,NE,I,LARGE_PROVINCIAL_CITIES
143832,50,4,STREET,N,I,MELB_URBAN
115093,40,2,STREET,N,I,MELB_URBAN
178328,50,1,STREET,W,I,MELB_URBAN
178042,60,1,ROAD,S,I,MELB_URBAN
107376,60,1,ROAD,S,I,MELB_URBAN
142891,70,3,ROAD,N,I,MELB_URBAN
177049,60,1,PARADE,S,I,MELB_URBAN
108876,60,1,ROAD,S,I,MELB_URBAN
152624,60,1,ROAD,S,I,MELB_URBAN
120272,60,3,STREET,NW,I,MELB_URBAN
113780,60,1,STREET,S,I,MELB_URBAN
150838,50,3,STREET,SE,I,MELB_URBAN
191149,60,1,ROAD,W,I,MELB_URBAN
117325,60,1,ROAD,W,I,MELB_URBAN
165813,60,1,ROAD,S,I,MELB_URBAN
203129,50,1,STREET,SW,I,MELB_URBAN
284444,50,1,STREET,SW,I,MELB_URBAN
142407,60,1,STREET,S,I,MELB_URBAN
232786,60,1,COURT,W,I,MELB_URBAN
119586,60,1,ROAD,S,I,MELB_URBAN
160787,60,1,ROAD,S,I,MELB_URBAN
142124,50,1,ROAD,N,I,MELB_URBAN
171590,60,3,AVENUE,N,I,MELB_URBAN
177446,50,1,ROAD,S,I,MELB_URBAN
279674,70,1,ROAD,W,I,MELB_URBAN
155638,50,1,STREET,W,I,MELB_URBAN
276651,60,2,ROAD,S,I,MELB_URBAN
108937,70,1,ROAD,W,I,MELB_URBAN
274760,60,1,ROAD,W,I,MELB_URBAN
103240,50,1,CRESCENT,N,I,MELB_URBAN
176267,50,1,STREET,N,I,MELB_URBAN
274404,50,1,STREET,N,I,MELB_URBAN
125145,50,3,STREET,E,I,MELB_URBAN
124797,60,1,ROAD,W,I,MELB_URBAN
146326,999,1,ROAD,W,I,MELB_URBAN
116317,60,6,DRIVE,N,I,MELB_URBAN
194408,80,1,ROAD,N,I,RURAL_VICTORIA
103738,999,1,STREET,NW,N,RURAL_VICTORIA
119730,100,1,ROAD,NW,I,RURAL_VICTORIA
168652,100,1,ROAD,NW,I,RURAL_VICTORIA
194160,100,1,ROAD,NW,I,RURAL_VICTORIA
233864,100,1,ROAD,NW,I,RURAL_VICTORIA
148019,100,1,DRIVE,N,I,RURAL_VICTORIA
160881,100,1,DRIVE,N,I,RURAL_VICTORIA
115620,100,1,ROAD,N,N,RURAL_VICTORIA
128787,60,1,ROAD,W,I,MELB_URBAN
191759,80,5,AVENUE,E,N,RURAL_VICTORIA
160307,100,1,ROAD,N,I,RURAL_VICTORIA
214111,100,1,ROAD,N,I,RURAL_VICTORIA
246157,100,1,ROAD,N,I,RURAL_VICTORIA
208230,50,3,PARADE,W,I,MELB_URBAN
147765,60,6,ROAD,W,I,RURAL_VICTORIA
135845,50,1,DRIVE,N,I,MELB_URBAN
121354,50,1,STREET,S,I,TOWNS
161691,50,1,STREET,S,I,TOWNS
222281,100,1,AVENUE,W,N,SMALL_TOWNS
199277,100,1,ROAD,N,I,RURAL_VICTORIA
276863,50,1,DRIVE,NW,I,MELB_URBAN
229179,60,3,ROAD,S,I,MELB_URBAN
111972,50,1,DRIVE,S,N,MELB_URBAN
128027,60,1,STREET,S,I,MELB_URBAN
165232,60,1,BOULEVARD,NE,I,MELB_URBAN
185135,50,1,STREET,W,I,MELB_URBAN
281729,50,1,STREET,W,I,MELB_URBAN
105730,50,3,ROAD,N,N,MELB_URBAN
107948,50,1,STREET,SW,I,MELB_URBAN
155325,50,1,COURT,E,I,MELB_URBAN
235894,50,1,COURT,E,I,MELB_URBAN
205849,60,1,ROAD,SW,I,TOWNS
153841,100,5,ROAD,E,N,RURAL_VICTORIA
142894,80,1,DRIVE,W,I,RURAL_VICTORIA
159350,80,1,DRIVE,W,I,RURAL_VICTORIA
234503,40,1,ROAD,W,I,MELB_URBAN
106548,50,1,AVENUE,S,N,MELB_URBAN
207264,80,1,ROAD,N,I,MELB_URBAN
254769,80,1,ROAD,N,I,MELB_URBAN
207741,60,3,STREET,S,N,MELB_URBAN
118265,50,1,STREET,W,I,MELB_URBAN
205751,888,1,ROAD,NW,N,RURAL_VICTORIA
283980,50,1,BOULEVARD,W,I,MELB_URBAN
131373,50,1,CRESCENT,NE,I,MELB_URBAN
218503,50,1,CRESCENT,NE,I,MELB_URBAN
138717,60,1,ROAD,N,I,LARGE_PROVINCIAL_CITIES
278540,80,1,ROAD,W,I,RURAL_VICTORIA
172759,50,1,ROAD,SW,I,RURAL_VICTORIA
177829,100,1,ROAD,W,N,RURAL_VICTORIA
274463,999,1,STREET,E,N,LARGE_PROVINCIAL_CITIES
225904,60,1,ROAD,N,N,TOWNS
156934,50,1,ROAD,N,N,RURAL_VICTORIA
226468,60,1,ROAD,W,I,MELB_URBAN
150496,50,1,STREET,W,I,MELB_URBAN
157408,50,1,STREET,W,I,MELB_URBAN
169349,100,1,ROAD,NW,N,RURAL_VICTORIA
195091,50,1,STREET,NE,I,MELB_URBAN
235230,50,1,STREET,NE,I,MELB_URBAN
129810,100,1,ROAD,W,I,RURAL_VICTORIA
178991,50,1,SQUARE,W,I,MELB_URBAN
224220,50,1,SQUARE,W,I,MELB_URBAN
230494,100,1,ROAD,S,I,RURAL_VICTORIA
178543,50,1,PLACE,NW,I,SMALL_CITIES
220614,60,1,ROAD,NE,I,MELB_URBAN
184132,100,1,ROAD,SW,I,RURAL_VICTORIA
175509,70,1,ROAD,S,I,MELB_URBAN
228617,50,1,AVENUE,W,N,TOWNS
125318,50,3,STREET,S,N,MELB_URBAN
101174,50,1,CRESCENT,N,I,SMALL_CITIES
134834,50,1,CRESCENT,N,I,SMALL_CITIES
187321,50,1,STREET,S,I,MELB_URBAN
162475,100,1,HIGHWAY,N,I,RURAL_VICTORIA
139180,999,1,ROAD,S,N,RURAL_VICTORIA
223775,40,1,AVENUE,W,I,SMALL_CITIES
148668,40,1,STREET,N,N,MELB_URBAN
168180,50,3,STREET,N,N,MELB_URBAN
187600,60,6,ROAD,S,I,MELB_URBAN
103589,50,1,STREET,E,N,MELB_URBAN
178839,60,1,ROAD,NW,I,RURAL_VICTORIA
197476,60,1,ROAD,NW,I,RURAL_VICTORIA
202430,50,1,STREET,E,I,SMALL_CITIES
151424,100,1,ROAD,W,I,RURAL_VICTORIA
216394,100,1,ROAD,W,I,RURAL_VICTORIA
150091,999,1,PARADE,W,N,MELB_URBAN
140947,50,1,PARADE,NE,I,MELB_URBAN
164661,50,1,PARADE,NE,I,MELB_URBAN
219463,100,1,ROAD,NE,N,RURAL_VICTORIA
135958,50,3,RISE,N,I,MELB_URBAN
204972,50,3,RISE,N,I,MELB_URBAN
275720,100,1,HIGHWAY,S,I,RURAL_VICTORIA
281049,888,1,ROAD,W,I,MELB_URBAN
200885,90,1,ROAD,W,I,RURAL_VICTORIA
162339,50,3,WAY,SW,N,MELB_URBAN
126697,50,1,DRIVE,W,N,MELB_URBAN
178606,60,1,STREET,E,N,RURAL_VICTORIA
232561,50,1,UNKNOWN,W,N,MELB_URBAN
153097,100,1,ROAD,S,N,RURAL_VICTORIA
154345,40,1,ROAD,S,I,MELB_URBAN
236661,60,1,ROAD,SW,I,MELB_URBAN
235045,60,1,BOULEVARD,W,I,MELB_URBAN
150270,50,1,STREET,W,I,MELB_URBAN
112554,50,1,CIRCUIT,N,N,MELB_URBAN
107594,50,1,STREET,W,I,MELB_URBAN
179435,50,1,STREET,W,I,MELB_URBAN
148599,50,1,ROAD,W,I,MELB_URBAN
273766,999,2,ROAD,W,N,RURAL_VICTORIA
191519,50,1,AVENUE,SE,N,MELB_URBAN
151786,999,1,ROAD,N,I,MELB_URBAN
101600,50,1,DRIVE,SE,I,SMALL_CITIES
205954,50,1,DRIVE,SE,I,SMALL_CITIES
233402,50,6,COURT,SW,I,SMALL_CITIES
101916,40,1,ALLEY,NW,I,MELBOURNE_CBD
113270,50,3,WAY,W,I,MELB_URBAN
173390,100,1,ROAD,NW,I,RURAL_VICTORIA
228240,100,1,ROAD,NW,I,RURAL_VICTORIA
144319,50,3,STREET,N,I,MELB_URBAN
148700,50,3,STREET,N,I,MELB_URBAN
164494,50,3,RISE,E,N,MELB_URBAN
144962,50,1,ROAD,N,I,MELB_URBAN
225688,50,1,ROAD,N,I,MELB_URBAN
168294,50,1,ROAD,NW,I,MELB_URBAN
169431,50,1,ROAD,NW,I,MELB_URBAN
185964,50,1,DRIVE,N,N,MELB_URBAN
167434,60,1,ROAD,N,N,TOWNS
177981,80,1,ROAD,W,N,RURAL_VICTORIA
199301,60,1,ROAD,S,I,RURAL_VICTORIA
216159,50,1,STREET,S,I,MELB_URBAN
188912,50,2,CRESCENT,N,I,MELB_URBAN
280530,50,2,CRESCENT,N,I,MELB_URBAN
177454,50,1,STREET,W,I,MELB_URBAN
106447,80,5,ROAD,N,N,RURAL_VICTORIA
199543,50,1,ROAD,NW,I,MELB_URBAN
111110,50,6,DRIVE,W,I,MELB_URBAN
166299,50,6,DRIVE,W,I,MELB_URBAN
171525,60,2,COURT,N,I,TOWNS
234902,60,2,COURT,N,I,TOWNS
202027,50,3,LANE,N,N,MELB_URBAN
273324,50,1,AVENUE,E,I,LARGE_PROVINCIAL_CITIES
154958,50,1,STREET,SE,I,LARGE_PROVINCIAL_CITIES
281337,50,3,STREET,W,I,MELB_URBAN
134689,60,5,BOULEVARD,SE,N,SMALL_CITIES
215194,60,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
210414,50,1,STREET,E,N,SMALL_CITIES
210909,60,1,ROAD,N,I,SMALL_CITIES
116593,60,1,ROAD,SW,N,RURAL_VICTORIA
186280,100,1,ROAD,W,N,RURAL_VICTORIA
220839,50,2,AVENUE,S,N,MELB_URBAN
112083,50,3,CRESCENT,NW,I,MELB_URBAN
236828,50,3,CRESCENT,NW,I,MELB_URBAN
157103,999,1,CRESCENT,W,I,SMALL_CITIES
182934,999,1,CRESCENT,W,I,SMALL_CITIES
157417,60,1,ROAD,N,I,MELB_URBAN
105884,60,1,ROAD,N,I,MELB_URBAN
247611,60,1,ROAD,N,I,MELB_URBAN
104284,60,1,ROAD,E,I,MELB_URBAN
144508,100,1,HIGHWAY,E,I,RURAL_VICTORIA
194051,100,5,ROAD,W,I,RURAL_VICTORIA
128451,100,1,ROAD,SE,N,RURAL_VICTORIA
217235,50,3,STREET,E,N,TOWNS
281899,60,3,ROAD,SW,I,MELB_URBAN
276567,60,1,ROAD,S,I,MELB_URBAN
180375,50,1,STREET,N,N,SMALL_CITIES
140879,60,1,DRIVE,N,I,MELB_URBAN
279080,60,1,DRIVE,N,I,MELB_URBAN
121235,999,1,LANE,NE,N,RURAL_VICTORIA
187084,50,3,DRIVE,N,N,MELB_URBAN
209296,50,3,STREET,SW,I,SMALL_CITIES
112875,50,3,STREET,N,I,MELB_URBAN
133925,50,1,DRIVE,W,I,TOWNS
161999,60,1,ROAD,W,I,MELB_URBAN
171896,100,1,ROAD,N,I,RURAL_VICTORIA
160275,100,1,ROAD,E,N,RURAL_VICTORIA
138489,999,1,ROAD,N,I,RURAL_VICTORIA
188871,60,2,DRIVE,SE,N,MELB_URBAN
205430,100,5,ROAD,N,I,RURAL_VICTORIA
174297,100,1,ROAD,E,N,RURAL_VICTORIA
135766,100,1,TRACK,NE,N,RURAL_VICTORIA
107881,50,1,STREET,S,N,MELB_URBAN
194990,60,1,STREET,S,I,TOWNS
232698,999,3,UNKNOWN,SW,N,MELB_URBAN
153150,100,1,ROAD,W,N,SMALL_TOWNS
121612,50,5,COURT,S,N,MELB_URBAN
141149,40,1,ROAD,SE,N,RURAL_VICTORIA
134476,50,1,AVENUE,N,N,LARGE_PROVINCIAL_CITIES
150489,999,5,ROAD,S,N,RURAL_VICTORIA
112460,888,1,TRACK,NE,N,RURAL_VICTORIA
284058,60,1,ROAD,S,I,TOWNS
163545,80,1,ROAD,S,N,RURAL_VICTORIA
205874,100,1,TRACK,E,N,RURAL_VICTORIA
171323,60,1,CRESCENT,NE,I,MELB_URBAN
193088,60,2,STREET,W,N,TOWNS
102973,50,1,WAY,NW,I,MELB_URBAN
119888,40,1,ROAD,NE,I,MELB_URBAN
232184,60,3,UNKNOWN,NE,N,RURAL_VICTORIA
191004,50,1,STREET,N,N,SMALL_CITIES
195357,60,1,STREET,NW,I,MELB_URBAN
128699,80,1,ROAD,S,I,MELB_URBAN
235579,70,1,CRESCENT,W,I,MELB_URBAN
182199,80,1,STREET,N,I,SMALL_CITIES
184514,60,1,ROAD,W,I,MELB_URBAN
153676,50,1,ROAD,S,I,MELB_URBAN
174943,60,1,CLOSE,W,I,MELB_URBAN
197257,60,1,CLOSE,W,I,MELB_URBAN
176469,60,1,STREET,E,I,MELB_URBAN
236494,60,1,STREET,N,I,MELB_URBAN
162247,50,1,STREET,W,I,MELB_URBAN
205130,50,1,STREET,W,I,MELB_URBAN
138743,60,1,ROAD,W,I,MELB_URBAN
102310,50,1,STREET,W,I,MELB_URBAN
210673,50,1,ROAD,W,I,MELB_URBAN
215937,60,1,ROAD,S,I,MELB_URBAN
273972,80,1,ROAD,S,I,MELB_URBAN
212394,60,1,ROAD,S,I,MELB_URBAN
212287,60,1,ROAD,W,I,MELB_URBAN
128200,80,1,ROAD,E,I,MELB_URBAN
229921,60,1,ROAD,NW,I,MELB_URBAN
190041,60,1,ROAD,S,I,MELB_URBAN
116394,60,1,STREET,N,I,MELB_URBAN
282720,60,1,ROAD,W,I,MELB_URBAN
191864,60,1,HIGHWAY,N,I,MELB_URBAN
189075,50,6,DRIVE,N,I,SMALL_CITIES
147369,60,3,ROAD,SW,I,MELB_URBAN
174528,60,3,ROAD,SW,I,MELB_URBAN
